productId,name,card_number,rarity,card_type,hp,stage,retreat_cost,weakness,resistance,set_name,release_date,printing_type,market_price_usd
623435,Maractus - 008/159,008/159,Uncommon,Grass,110,Basic,2,Rx2,,SV09: Journey Together,2025-03-28,Normal,0.09
623435,Maractus - 008/159,008/159,Uncommon,Grass,110,Basic,2,Rx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.21
623436,Karrablast,009/159,Common,Grass,60,Basic,1,Rx2,,SV09: Journey Together,2025-03-28,Normal,0.1
623436,Karrablast,009/159,Common,Grass,60,Basic,1,Rx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.27
623437,Foongus,010/159,Common,Grass,50,Basic,1,Rx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.2
623437,Foongus,010/159,Common,Grass,50,Basic,1,Rx2,,SV09: Journey Together,2025-03-28,Normal,0.08
623438,Amoonguss ex,011/159,Double Rare,Grass,260,Stage 1,2,Rx2,,SV09: Journey Together,2025-03-28,Holofoil,0.67
623439,Shelmet,012/159,Common,Grass,70,Basic,3,Rx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.24
623439,Shelmet,012/159,Common,Grass,70,Basic,3,Rx2,,SV09: Journey Together,2025-03-28,Normal,0.06
623440,Accelgor,013/159,Uncommon,Grass,100,Stage 1,1,Rx2,,SV09: Journey Together,2025-03-28,Normal,0.03
623440,Accelgor,013/159,Uncommon,Grass,100,Stage 1,1,Rx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.18
623441,Durant,014/159,Common,Grass,90,Basic,1,Rx2,,SV09: Journey Together,2025-03-28,Normal,0.13
623441,Durant,014/159,Common,Grass,90,Basic,1,Rx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.2
623442,Virizion,015/159,Uncommon,Grass,120,Basic,1,Rx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.35
623442,Virizion,015/159,Uncommon,Grass,120,Basic,1,Rx2,,SV09: Journey Together,2025-03-28,Normal,0.06
623443,Sprigatito,016/159,Common,Grass,60,Basic,1,Rx2,,SV09: Journey Together,2025-03-28,Normal,0.14
623443,Sprigatito,016/159,Common,Grass,60,Basic,1,Rx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.32
623444,Floragato,017/159,Common,Grass,90,Stage 1,1,Rx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.22
623444,Floragato,017/159,Common,Grass,90,Stage 1,1,Rx2,,SV09: Journey Together,2025-03-28,Normal,0.19
623445,Meowscarada,018/159,Rare,Grass,160,Stage 2,1,Rx2,,SV09: Journey Together,2025-03-28,Holofoil,0.22
623445,Meowscarada,018/159,Rare,Grass,160,Stage 2,1,Rx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.44
623446,Nymble,019/159,Common,Grass,50,Basic,1,Rx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.18
623446,Nymble,019/159,Common,Grass,50,Basic,1,Rx2,,SV09: Journey Together,2025-03-28,Normal,0.08
623447,Magmar,020/159,Common,Fire,80,Basic,2,Wx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.24
623447,Magmar,020/159,Common,Fire,80,Basic,2,Wx2,,SV09: Journey Together,2025-03-28,Normal,0.04
623448,Magmortar,021/159,Rare,Fire,130,Stage 1,2,Wx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.48
623448,Magmortar,021/159,Rare,Fire,130,Stage 1,2,Wx2,,SV09: Journey Together,2025-03-28,Holofoil,0.2
623449,Torchic,022/159,Common,Fire,60,Basic,1,Wx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.26
623449,Torchic,022/159,Common,Fire,60,Basic,1,Wx2,,SV09: Journey Together,2025-03-28,Normal,0.15
623450,Combusken,023/159,Uncommon,Fire,90,Stage 1,2,Wx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.19
623450,Combusken,023/159,Uncommon,Fire,90,Stage 1,2,Wx2,,SV09: Journey Together,2025-03-28,Normal,0.18
623451,Blaziken ex,024/159,Double Rare,Fire,320,Stage 2,2,Wx2,,SV09: Journey Together,2025-03-28,Holofoil,1.66
623452,Torkoal,025/159,Common,Fire,130,Basic,3,Wx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.22
623452,Torkoal,025/159,Common,Fire,130,Basic,3,Wx2,,SV09: Journey Together,2025-03-28,Normal,0.16
623453,N's Darumaka,026/159,Common,Fire,80,Basic,2,Wx2,,SV09: Journey Together,2025-03-28,Normal,0.17
623453,N's Darumaka,026/159,Common,Fire,80,Basic,2,Wx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.28
623454,N's Darmanitan - 027/159,027/159,Uncommon,Fire,140,Stage 1,3,Wx2,,SV09: Journey Together,2025-03-28,Normal,0.18
623454,N's Darmanitan - 027/159,027/159,Uncommon,Fire,140,Stage 1,3,Wx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.33
623455,Larvesta,028/159,Common,Fire,80,Basic,2,Wx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.19
623455,Larvesta,028/159,Common,Fire,80,Basic,2,Wx2,,SV09: Journey Together,2025-03-28,Normal,0.04
623456,Volcarona,029/159,Uncommon,Fire,140,Stage 1,2,Wx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.23
623456,Volcarona,029/159,Uncommon,Fire,140,Stage 1,2,Wx2,,SV09: Journey Together,2025-03-28,Normal,0.06
623457,Reshiram ex,030/159,Double Rare,Fire,220,Basic,2,Wx2,,SV09: Journey Together,2025-03-28,Holofoil,0.82
623458,Volcanion ex - 031/159,031/159,Double Rare,Fire,220,Basic,3,Wx2,,SV09: Journey Together,2025-03-28,Holofoil,0.71
623459,Articuno - 032/159,032/159,Uncommon,Water,110,Basic,1,Lx2,F-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.38
623459,Articuno - 032/159,032/159,Uncommon,Water,110,Basic,1,Lx2,F-30,SV09: Journey Together,2025-03-28,Normal,0.11
623460,Remoraid,033/159,Common,Water,60,Basic,1,Lx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.25
623460,Remoraid,033/159,Common,Water,60,Basic,1,Lx2,,SV09: Journey Together,2025-03-28,Normal,0.12
623461,Octillery,034/159,Uncommon,Water,1,Stage 1,2,Lx2,,SV09: Journey Together,2025-03-28,Normal,0.05
623461,Octillery,034/159,Uncommon,Water,1,Stage 1,2,Lx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.36
623462,Lotad,035/159,Common,Water,60,Basic,1,Lx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.2
623462,Lotad,035/159,Common,Water,60,Basic,1,Lx2,,SV09: Journey Together,2025-03-28,Normal,0.14
623463,Lombre,036/159,Common,Water,90,Stage 1,1,Lx2,,SV09: Journey Together,2025-03-28,Normal,0.15
623463,Lombre,036/159,Common,Water,90,Stage 1,1,Lx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.2
623464,Ludicolo,037/159,Rare,Water,140,Stage 2,2,Lx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.35
623464,Ludicolo,037/159,Rare,Water,140,Stage 2,2,Lx2,,SV09: Journey Together,2025-03-28,Holofoil,0.23
623465,Wingull,038/159,Common,Water,60,Basic,1,Lx2,F-30,SV09: Journey Together,2025-03-28,Normal,0.11
623465,Wingull,038/159,Common,Water,60,Basic,1,Lx2,F-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.19
623466,Pelipper,039/159,Uncommon,Water,120,Stage 1,2,Lx2,F-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.22
623466,Pelipper,039/159,Uncommon,Water,120,Stage 1,2,Lx2,F-30,SV09: Journey Together,2025-03-28,Normal,0.05
623467,Wailmer,040/159,Common,Water,130,Basic,3,Lx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.21
623467,Wailmer,040/159,Common,Water,130,Basic,3,Lx2,,SV09: Journey Together,2025-03-28,Normal,0.1
623468,Wailord - 041/159,041/159,Rare,Water,240,Stage 1,4,Lx2,,SV09: Journey Together,2025-03-28,Holofoil,0.19
623468,Wailord - 041/159,041/159,Rare,Water,240,Stage 1,4,Lx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.38
623469,Regice,042/159,Uncommon,Water,1210,Basic,3,Mx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.4
623469,Regice,042/159,Uncommon,Water,1210,Basic,3,Mx2,,SV09: Journey Together,2025-03-28,Normal,0.07
623470,Veluza ex,043/159,Double Rare,Water,210,Basic,1,Lx2,,SV09: Journey Together,2025-03-28,Holofoil,0.75
623471,Alolan Geodude,044/159,Common,Lightning,60,Basic,2,Fx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.16
623471,Alolan Geodude,044/159,Common,Lightning,60,Basic,2,Fx2,,SV09: Journey Together,2025-03-28,Normal,0.06
623472,Alolan Graveler,045/159,Common,Lightning,100,Stage 1,3,Fx2,,SV09: Journey Together,2025-03-28,Normal,0.11
623472,Alolan Graveler,045/159,Common,Lightning,100,Stage 1,3,Fx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.18
623473,Alolan Golem,046/159,Uncommon,Lightning,180,Stage 2,4,Fx2,,SV09: Journey Together,2025-03-28,Normal,0.06
623473,Alolan Golem,046/159,Uncommon,Lightning,180,Stage 2,4,Fx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.35
623474,Iono's Voltorb,047/159,Common,Lightning,70,Basic,1,Fx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.24
623474,Iono's Voltorb,047/159,Common,Lightning,70,Basic,1,Fx2,,SV09: Journey Together,2025-03-28,Normal,0.18
623475,Iono's Electrode,048/159,Uncommon,Lightning,100,Stage 1,,Fx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.39
623475,Iono's Electrode,048/159,Uncommon,Lightning,100,Stage 1,,Fx2,,SV09: Journey Together,2025-03-28,Normal,0.09
623476,N's Joltik,049/159,Common,Lightning,40,Basic,1,Fx2,,SV09: Journey Together,2025-03-28,Normal,0.12
623476,N's Joltik,049/159,Common,Lightning,40,Basic,1,Fx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.21
623477,Togedemaru,050/159,Common,Lightning,80,Basic,1,Fx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.2
623477,Togedemaru,050/159,Common,Lightning,80,Basic,1,Fx2,,SV09: Journey Together,2025-03-28,Normal,0.13
623478,Tapu Koko ex,051/159,Double Rare,Lightning,200,Basic,,Fx2,,SV09: Journey Together,2025-03-28,Holofoil,0.74
623479,Iono's Tadbulb,052/159,Common,Lightning,60,Basic,2,Fx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.21
623479,Iono's Tadbulb,052/159,Common,Lightning,60,Basic,2,Fx2,,SV09: Journey Together,2025-03-28,Normal,0.22
623480,Iono's Bellibolt ex - 053/159,053/159,Double Rare,Lightning,280,Stage 1,2,Fx2,,SV09: Journey Together,2025-03-28,Holofoil,0.71
623481,Iono's Wattrel,054/159,Common,Lightning,60,Basic,1,Lx2,F-30,SV09: Journey Together,2025-03-28,Normal,0.19
623481,Iono's Wattrel,054/159,Common,Lightning,60,Basic,1,Lx2,F-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.26
623482,Iono's Kilowattrel - 055/159,055/159,Rare,Lightning,120,Stage 1,1,Lx2,F-30,SV09: Journey Together,2025-03-28,Holofoil,0.16
623482,Iono's Kilowattrel - 055/159,055/159,Rare,Lightning,120,Stage 1,1,Lx2,F-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.36
623483,Lillie's Clefairy ex - 056/159,056/159,Double Rare,Psychic,190,Basic,1,Mx2,,SV09: Journey Together,2025-03-28,Holofoil,2.15
623484,Alolan Marowak,057/159,Uncommon,Psychic,120,Stage 1,2,Dx2,F-30,SV09: Journey Together,2025-03-28,Normal,0.07
623484,Alolan Marowak,057/159,Uncommon,Psychic,120,Stage 1,2,Dx2,F-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.17
623485,Mr. Mime,058/159,Common,Psychic,90,Basic,1,Dx2,F-30,SV09: Journey Together,2025-03-28,Normal,0.08
623485,Mr. Mime,058/159,Common,Psychic,90,Basic,1,Dx2,F-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.21
623486,Shuppet,059/159,Common,Psychic,60,Basic,1,Dx2,F-30,SV09: Journey Together,2025-03-28,Normal,0.15
623486,Shuppet,059/159,Common,Psychic,60,Basic,1,Dx2,F-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.2
623487,Banette,060/159,Uncommon,Psychic,90,Stage 1,1,Dx2,F-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.37
623487,Banette,060/159,Uncommon,Psychic,90,Stage 1,1,Dx2,F-30,SV09: Journey Together,2025-03-28,Normal,0.1
623488,Beldum,061/159,Common,Psychic,60,Basic,1,Dx2,F-30,SV09: Journey Together,2025-03-28,Normal,0.02
623488,Beldum,061/159,Common,Psychic,60,Basic,1,Dx2,F-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.17
623489,Metang,062/159,Common,Psychic,100,Stage 1,2,Dx2,F-30,SV09: Journey Together,2025-03-28,Normal,0.15
623489,Metang,062/159,Common,Psychic,100,Stage 1,2,Dx2,F-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.18
623490,Metagross,063/159,Rare,Psychic,170,Stage 2,3,Dx2,F-30,SV09: Journey Together,2025-03-28,Holofoil,0.16
623490,Metagross,063/159,Rare,Psychic,170,Stage 2,3,Dx2,F-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.43
623491,N's Sigilyph,064/159,Common,Psychic,110,Basic,1,Lx2,F-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.16
623491,N's Sigilyph,064/159,Common,Psychic,110,Basic,1,Lx2,F-30,SV09: Journey Together,2025-03-28,Normal,0.17
623492,Oricorio,065/159,Common,Psychic,80,Basic,1,Dx2,F-30,SV09: Journey Together,2025-03-28,Normal,0.08
623492,Oricorio,065/159,Common,Psychic,80,Basic,1,Dx2,F-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.21
623493,Lillie's Cutiefly,066/159,Common,Psychic,30,Basic,,Mx2,,SV09: Journey Together,2025-03-28,Normal,0.06
623493,Lillie's Cutiefly,066/159,Common,Psychic,30,Basic,,Mx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.21
623494,Lillie's Ribombee - 067/159,067/159,Rare,Psychic,70,Stage 1,,Mx2,,SV09: Journey Together,2025-03-28,Holofoil,0.19
623494,Lillie's Ribombee - 067/159,067/159,Rare,Psychic,70,Stage 1,,Mx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.63
623495,Lillie's Comfey,068/159,Common,Psychic,70,Basic,1,Mx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.25
623495,Lillie's Comfey,068/159,Common,Psychic,70,Basic,1,Mx2,,SV09: Journey Together,2025-03-28,Normal,0.18
623496,Mimikyu ex,069/159,Double Rare,Psychic,190,Basic,1,Dx2,F-30,SV09: Journey Together,2025-03-28,Holofoil,1.68
623497,Dhelmise,070/159,Common,Psychic,130,Basic,3,Dx2,F-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.21
623497,Dhelmise,070/159,Common,Psychic,130,Basic,3,Dx2,F-30,SV09: Journey Together,2025-03-28,Normal,0.16
623498,Impidimp,071/159,Common,Psychic,70,Basic,1,Mx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.2
623498,Impidimp,071/159,Common,Psychic,70,Basic,1,Mx2,,SV09: Journey Together,2025-03-28,Normal,0.03
623499,Morgrem,072/159,Common,Psychic,90,Stage 1,1,Mx2,,SV09: Journey Together,2025-03-28,Normal,0.08
623499,Morgrem,072/159,Common,Psychic,90,Stage 1,1,Mx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.19
623500,Grimmsnarl,073/159,Uncommon,Psychic,170,Stage 2,2,Mx2,,SV09: Journey Together,2025-03-28,Normal,0.11
623500,Grimmsnarl,073/159,Uncommon,Psychic,170,Stage 2,2,Mx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.32
623501,Milcery,074/159,Common,Psychic,50,Basic,1,Mx2,,SV09: Journey Together,2025-03-28,Normal,0.08
623501,Milcery,074/159,Common,Psychic,50,Basic,1,Mx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.21
623502,Alcremie ex,075/159,Double Rare,Psychic,250,Stage 1,2,Mx2,,SV09: Journey Together,2025-03-28,Holofoil,0.95
623503,Cubone,076/159,Common,Fighting,70,Basic,1,Gx2,,SV09: Journey Together,2025-03-28,Normal,0.19
623503,Cubone,076/159,Common,Fighting,70,Basic,1,Gx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.24
623504,Swinub - 077/159,077/159,Common,Fighting,70,Basic,2,Gx2,,SV09: Journey Together,2025-03-28,Normal,0.04
623504,Swinub - 077/159,077/159,Common,Fighting,70,Basic,2,Gx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.24
623505,Piloswine,078/159,Common,Fighting,100,Stage 1,3,Gx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.23
623505,Piloswine,078/159,Common,Fighting,100,Stage 1,3,Gx2,,SV09: Journey Together,2025-03-28,Normal,0.12
623506,Mamoswine ex - 079/159,079/159,Double Rare,Fighting,340,Stage 2,4,Gx2,,SV09: Journey Together,2025-03-28,Holofoil,0.76
623507,Larvitar,080/159,Common,Fighting,70,Basic,1,Gx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.23
623507,Larvitar,080/159,Common,Fighting,70,Basic,1,Gx2,,SV09: Journey Together,2025-03-28,Normal,0.09
623508,Pupitar,081/159,Common,Fighting,90,Stage 1,1,Gx2,,SV09: Journey Together,2025-03-28,Normal,0.17
623508,Pupitar,081/159,Common,Fighting,90,Stage 1,1,Gx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.19
623509,Regirock,082/159,Rare,Fighting,130,Basic,3,Gx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.39
623509,Regirock,082/159,Rare,Fighting,130,Basic,3,Gx2,,SV09: Journey Together,2025-03-28,Holofoil,0.18
623510,Pancham,083/159,Common,Fighting,60,Basic,1,Px2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.23
623510,Pancham,083/159,Common,Fighting,60,Basic,1,Px2,,SV09: Journey Together,2025-03-28,Normal,0.15
623511,Rockruff,084/159,Common,Fighting,70,Basic,1,Gx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.22
623511,Rockruff,084/159,Common,Fighting,70,Basic,1,Gx2,,SV09: Journey Together,2025-03-28,Normal,0.04
623512,Lycanroc - 085/159,085/159,Rare,Fighting,120,Stage 1,2,Gx2,,SV09: Journey Together,2025-03-28,Holofoil,0.19
623512,Lycanroc - 085/159,085/159,Rare,Fighting,120,Stage 1,2,Gx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.31
623513,Hop's Silicobra,086/159,Common,Fighting,80,Basic,2,Gx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.18
623513,Hop's Silicobra,086/159,Common,Fighting,80,Basic,2,Gx2,,SV09: Journey Together,2025-03-28,Normal,0.13
623514,Hop's Sandaconda,087/159,Uncommon,Fighting,140,Stage 1,3,Gx2,,SV09: Journey Together,2025-03-28,Normal,0.05
623514,Hop's Sandaconda,087/159,Uncommon,Fighting,140,Stage 1,3,Gx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.33
623515,Toedscool,088/159,Common,Fighting,60,Basic,1,Gx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.2
623515,Toedscool,088/159,Common,Fighting,60,Basic,1,Gx2,,SV09: Journey Together,2025-03-28,Normal,0.12
623516,Toedscruel,089/159,Uncommon,Fighting,130,Stage 1,2,Gx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.31
623516,Toedscruel,089/159,Uncommon,Fighting,130,Stage 1,2,Gx2,,SV09: Journey Together,2025-03-28,Normal,0.08
623517,Klawf,090/159,Uncommon,Fighting,120,Basic,3,Gx2,,SV09: Journey Together,2025-03-28,Normal,0.05
623517,Klawf,090/159,Uncommon,Fighting,120,Basic,3,Gx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.18
623518,Koffing,091/159,Common,Darkness,60,Basic,1,Fx2,,SV09: Journey Together,2025-03-28,Normal,0.15
623518,Koffing,091/159,Common,Darkness,60,Basic,1,Fx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.27
623519,Weezing,092/159,Uncommon,Darkness,130,Stage 1,2,Fx2,,SV09: Journey Together,2025-03-28,Normal,0.08
623519,Weezing,092/159,Uncommon,Darkness,130,Stage 1,2,Fx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.37
623520,Paldean Wooper,093/159,Common,Darkness,60,Basic,1,Fx2,,SV09: Journey Together,2025-03-28,Normal,0.17
623520,Paldean Wooper,093/159,Common,Darkness,60,Basic,1,Fx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.26
623521,Paldean Clodsire ex,094/159,Double Rare,Darkness,280,Stage 1,3,Fx2,,SV09: Journey Together,2025-03-28,Holofoil,0.73
623522,Tyranitar,095/159,Rare,Darkness,190,Stage 2,3,Gx2,,SV09: Journey Together,2025-03-28,Holofoil,0.25
623522,Tyranitar,095/159,Rare,Darkness,190,Stage 2,3,Gx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.49
623523,N's Purrloin,096/159,Common,Darkness,70,Basic,1,Gx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.24
623523,N's Purrloin,096/159,Common,Darkness,70,Basic,1,Gx2,,SV09: Journey Together,2025-03-28,Normal,0.14
623524,N's Zorua,097/159,Common,Darkness,70,Basic,1,Gx2,,SV09: Journey Together,2025-03-28,Normal,0.23
623524,N's Zorua,097/159,Common,Darkness,70,Basic,1,Gx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.3
623525,N's Zoroark ex - 098/159,098/159,Double Rare,Darkness,280,Stage 1,2,Gx2,,SV09: Journey Together,2025-03-28,Holofoil,1.68
623526,Pangoro,099/159,Uncommon,Darkness,140,Stage 1,3,Gx2,,SV09: Journey Together,2025-03-28,Normal,0.02
623526,Pangoro,099/159,Uncommon,Darkness,140,Stage 1,3,Gx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.21
623527,Lokix,100/159,Uncommon,Darkness,120,Stage 1,1,Gx2,,SV09: Journey Together,2025-03-28,Normal,0.04
623527,Lokix,100/159,Uncommon,Darkness,120,Stage 1,1,Gx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.39
623528,Bombirdier,101/159,Common,Darkness,120,Basic,1,Lx2,F-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.19
623528,Bombirdier,101/159,Common,Darkness,120,Basic,1,Lx2,F-30,SV09: Journey Together,2025-03-28,Normal,0.09
623529,Escavalier,102/159,Uncommon,Metal,120,Stage 1,2,Rx2,G-30,SV09: Journey Together,2025-03-28,Normal,0.07
623529,Escavalier,102/159,Uncommon,Metal,120,Stage 1,2,Rx2,G-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.21
623530,N's Klink,103/159,Common,Metal,60,Basic,1,Rx2,G-30,SV09: Journey Together,2025-03-28,Normal,0.1
623530,N's Klink,103/159,Common,Metal,60,Basic,1,Rx2,G-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.15
623531,N's Klang,104/159,Common,Metal,90,Stage 1,3,Rx2,G-30,SV09: Journey Together,2025-03-28,Normal,0.11
623531,N's Klang,104/159,Common,Metal,90,Stage 1,3,Rx2,G-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.2
623532,N's Klinklang,105/159,Uncommon,Metal,160,Stage 2,3,Rx2,G-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.32
623532,N's Klinklang,105/159,Uncommon,Metal,160,Stage 2,3,Rx2,G-30,SV09: Journey Together,2025-03-28,Normal,0.06
623533,Galarian Stunfisk,106/159,Common,Metal,100,Basic,2,Rx2,G-30,SV09: Journey Together,2025-03-28,Normal,0.12
623533,Galarian Stunfisk,106/159,Common,Metal,100,Basic,2,Rx2,G-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.19
623534,Magearna,107/159,Rare,Metal,90,Basic,1,Rx2,G-30,SV09: Journey Together,2025-03-28,Holofoil,0.18
623534,Magearna,107/159,Rare,Metal,90,Basic,1,Rx2,G-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.33
623535,Hop's Corviknight,108/159,Uncommon,Metal,170,Stage 2,2,Lx2,F-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.35
623535,Hop's Corviknight,108/159,Uncommon,Metal,170,Stage 2,2,Lx2,F-30,SV09: Journey Together,2025-03-28,Normal,0.09
623536,Cufant,109/159,Common,Metal,100,Basic,3,Rx2,G-30,SV09: Journey Together,2025-03-28,Normal,0.07
623536,Cufant,109/159,Common,Metal,100,Basic,3,Rx2,G-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.23
623537,Copperajah,110/159,Uncommon,Metal,190,Stage 1,4,Rx2,G-30,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.36
623537,Copperajah,110/159,Uncommon,Metal,190,Stage 1,4,Rx2,G-30,SV09: Journey Together,2025-03-28,Normal,0.07
623538,Hop's Zacian ex - 111/159,111/159,Double Rare,Metal,230,Basic,2,Rx2,G-30,SV09: Journey Together,2025-03-28,Holofoil,0.78
623539,Bagon,112/159,Common,Dragon,70,Basic,2,,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.21
623539,Bagon,112/159,Common,Dragon,70,Basic,2,,,SV09: Journey Together,2025-03-28,Normal,0.05
623540,Shelgon,113/159,Common,Dragon,100,Stage 1,2,,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.21
623540,Shelgon,113/159,Common,Dragon,100,Stage 1,2,,,SV09: Journey Together,2025-03-28,Normal,0.19
623541,Salamence ex - 114/159,114/159,Double Rare,Dragon,320,Stage 2,2,,,SV09: Journey Together,2025-03-28,Holofoil,0.82
623542,Druddigon,115/159,Common,Dragon,120,Basic,2,,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.21
623542,Druddigon,115/159,Common,Dragon,120,Basic,2,,,SV09: Journey Together,2025-03-28,Normal,0.14
623543,N's Reshiram - 116/159,116/159,Rare,Dragon,130,Basic,2,,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.44
623543,N's Reshiram - 116/159,116/159,Rare,Dragon,130,Basic,2,,,SV09: Journey Together,2025-03-28,Holofoil,0.2
623544,Hop's Snorlax,117/159,Rare,Colorless,150,Basic,4,Fx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.56
623544,Hop's Snorlax,117/159,Rare,Colorless,150,Basic,4,Fx2,,SV09: Journey Together,2025-03-28,Holofoil,0.41
623545,Sentret,118/159,Common,Colorless,60,Basic,1,Fx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.22
623545,Sentret,118/159,Common,Colorless,60,Basic,1,Fx2,,SV09: Journey Together,2025-03-28,Normal,0.11
623546,Furret - 119/159,119/159,Common,Colorless,120,Stage 1,1,Fx2,,SV09: Journey Together,2025-03-28,Reverse Holofoil,0.2
623546,Furret - 119/159,119/159,Common,Colorless,120,Stage 1,1,Fx2,,SV09: Journey Together,2025-03-28,Normal,0.16
